region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state,posting_date,combined,car_msrp
abilene,18998,2015,ford,flex,,,gas,82566,clean,automatic,2FMGK5C82FBA15352,fwd,,SUV,silver,tx,2021-04-30 13:56:46+00:00,2015.0 ford flex,29100
vermont,29995,2015,chevrolet,silverado 1500,excellent,8 cylinders,gas,65462,clean,automatic,3GCUKREC3FG398019,4wd,,,,vt,2021-04-11 21:02:36+00:00,2015.0 chevrolet silverado 1500,29215
birmingham,15477,2015,jeep,renegade,,,gas,31743,clean,automatic,ZACCJABT2FPB40691,fwd,,,orange,al,2021-04-07 13:46:32+00:00,2015.0 jeep renegade,29500
detroit metro,12499,2015,jeep,renegade,excellent,,gas,76582,clean,automatic,ZACCJADT5FPC16191,fwd,,SUV,black,mi,2021-04-30 13:00:36+00:00,2015.0 jeep renegade,29500
spokane / coeur d'alene,16995,2015,jeep,renegade latitude 4x4,,4 cylinders,gas,63100,clean,automatic,ZACCJBBT8FPC07400,4wd,compact,SUV,red,id,2021-04-27 00:32:09+00:00,2015.0 jeep renegade latitude 4x4,29500
sarasota-bradenton,13991,2015,nissan,pathfinder,excellent,6 cylinders,gas,75000,clean,automatic,5N1AR2MN1FC690596,4wd,full-size,SUV,silver,fl,2021-05-03 11:36:41+00:00,2015.0 nissan pathfinder,29510
greenville / upstate,17989,2015,nissan,pathfinder,,,gas,87107,clean,automatic,5N1AR2MN1FC675239,fwd,,,red,sc,2021-05-03 15:20:25+00:00,2015.0 nissan pathfinder,29510
southwest michigan,14400,2015,nissan,pathfinder,excellent,6 cylinders,gas,98232,clean,automatic,5N1AR2MN9FC633580,fwd,full-size,SUV,grey,mi,2021-04-07 15:45:27+00:00,2015.0 nissan pathfinder,29510
new hampshire,24995,2015,chevrolet,express,excellent,,gas,112131,clean,automatic,1GB0G2CG9F1281254,,,pickup,white,nh,2021-04-22 13:15:27+00:00,2015.0 chevrolet express,29555
little rock,24500,2015,nissan,murano,,,gas,70171,clean,automatic,5N1AZ2MH7FN211077,4wd,,SUV,,ar,2021-04-08 18:11:43+00:00,2015.0 nissan murano,29560
boston,16990,2015,volkswagen,golf gti autobahn,good,,other,88996,clean,automatic,3VW4T7AU8FM054328,fwd,,sedan,white,ma,2021-04-28 17:41:07+00:00,2015.0 volkswagen golf gti autobahn,29595
flint,13999,2015,chevrolet,camaro,,,gas,44100,clean,automatic,2G1FB1E32F9245760,,,other,blue,mi,2021-05-04 22:01:16+00:00,2015.0 chevrolet camaro,29660
appleton-oshkosh-FDL,15450,2015,dodge,journey sxt awd,,6 cylinders,gas,64097,clean,automatic,3C4PDDBGXFT693563,4wd,,wagon,grey,wi,2021-05-01 15:55:09+00:00,2015.0 dodge journey sxt awd,29690
reno / tahoe,10999,2015,dodge,journey sxt awd,excellent,6 cylinders,gas,120461,clean,automatic,3C4PDDBG7FT611739,4wd,,truck,black,ca,2021-04-23 18:46:40+00:00,2015.0 dodge journey sxt awd,29690
los angeles,17500,2015,ford,transit 150,excellent,6 cylinders,gas,143553,clean,automatic,1FTYE9ZM5FKA60089,,,van,white,ca,2021-05-04 00:08:39+00:00,2015.0 ford transit 150,29735
"kansas city, MO",21950,2015,toyota,highlander,,,gas,137230,clean,automatic,5TDDKRFHXFS203285,,,other,red,ks,2021-05-02 15:05:09+00:00,2015.0 toyota highlander,29765
oklahoma city,13995,2015,chevrolet,equinox,,,gas,93094,clean,automatic,2GNFLFEKXF6374993,,,SUV,black,ok,2021-04-21 15:17:49+00:00,2015.0 chevrolet equinox,29795
boston,12500,2015,ford,taurus,like new,6 cylinders,gas,82900,clean,automatic,1FAHP2H89FG166544,4wd,,sedan,black,ma,2021-04-30 16:06:17+00:00,2015.0 ford taurus,29849
minneapolis / st paul,19999,2015,ford,taurus,,,gas,67872,clean,automatic,1FAHP2KT1FG113964,,,,silver,mn,2021-05-01 14:16:58+00:00,2015.0 ford taurus,29849
saginaw-midland-baycity,8995,2015,ford,taurus,,,gas,156370,clean,automatic,1FAHP2F86FG146786,,,,,mi,2021-04-26 21:02:20+00:00,2015.0 ford taurus,29849
lexington,16900,2015,toyota,rav4 awd,,,gas,150947,clean,automatic,2T3RFREVXFW317805,,,SUV,silver,ky,2021-04-21 23:24:11+00:00,2015.0 toyota rav4 awd,29850
east idaho,15995,2015,honda,pilot se 4x4,excellent,6 cylinders,gas,145006,clean,automatic,5FNYF4H37FB048774,4wd,full-size,SUV,white,id,2021-04-15 19:17:23+00:00,2015.0 honda pilot se 4x4,29870
hawaii,19995,2015,audi,a3 sedan,,4 cylinders,gas,54433,clean,automatic,WAUEFGFF7F1134447,4wd,,sedan,silver,hi,2021-04-29 17:03:00+00:00,2015.0 audi a3 sedan,29900
knoxville,12988,2015,audi,a3,like new,4 cylinders,gas,121125,clean,automatic,WAUCCGFF7F1020495,fwd,,sedan,silver,tn,2021-04-29 02:52:53+00:00,2015.0 audi a3,29900
cedar rapids,15495,2015,audi,a3,excellent,,gas,65078,clean,automatic,WAUCCGFF0F1078593,fwd,,,silver,ia,2021-05-04 13:00:47+00:00,2015.0 audi a3,29900
houston,17995,2015,audi,a3,,,gas,107074,clean,automatic,WAUWFLFF6F1042663,,sub-compact,convertible,white,tx,2021-05-04 15:41:13+00:00,2015.0 audi a3,29900
huntsville / decatur,14895,2015,audi,a3,,4 cylinders,gas,92822,clean,automatic,WAUBFGFF7F1091960,,,sedan,white,al,2021-04-13 15:11:06+00:00,2015.0 audi a3,29900
springfield,15995,2015,audi,a3,,4 cylinders,gas,59891,clean,automatic,WAUACGFF1F1001819,fwd,,sedan,black,il,2021-04-13 23:07:39+00:00,2015.0 audi a3,29900
poconos,12900,2015,toyota,prius plug-in hybrid,like new,4 cylinders,gas,97583,clean,automatic,JTDKN3DU3F1871650,,,hatchback,white,pa,2021-04-19 05:00:06+00:00,2015.0 toyota prius plug-in hybrid,29990
SF bay area,17995,2015,toyota,prius plug-in,good,4 cylinders,electric,69631,clean,automatic,JTDKN3DP7F3067706,fwd,,hatchback,,ca,2021-05-04 20:21:25+00:00,2015.0 toyota prius plug-in,29990
las vegas,10900,2015,chrysler,200,excellent,4 cylinders,gas,95426,clean,automatic,1C3CCCAB9FN695214,fwd,mid-size,sedan,white,nv,2021-04-28 02:15:48+00:00,2015.0 chrysler 200,29995
bowling green,20000,2015,jeep,grand cherokee,excellent,,gas,47106,clean,automatic,1C4RJFAG5FC650503,,,SUV,white,ky,2021-05-04 15:00:40+00:00,2015.0 jeep grand cherokee,29995
san antonio,17995,2015,jeep,grand cherokee,,6 cylinders,gas,118078,clean,automatic,1C4RJEBG0FC218166,rwd,,SUV,white,tx,2021-05-01 15:05:02+00:00,2015.0 jeep grand cherokee,29995
nashville,19975,2015,jeep,grand cherokee,good,6 cylinders,gas,114863,clean,automatic,1C4RJEAG0FC629570,rwd,full-size,SUV,grey,tn,2021-04-23 18:35:05+00:00,2015.0 jeep grand cherokee,29995
new hampshire,21995,2015,jeep,grand cherokee,,,gas,45713,clean,automatic,1C4RJFAG5FC732019,4wd,,SUV,white,nh,2021-05-04 16:56:04+00:00,2015.0 jeep grand cherokee,29995
des moines,19900,2015,jeep,grand cherokee overland 4x4,,6 cylinders,gas,59959,clean,automatic,1C4RKFCG8FC890528,4wd,,SUV,black,ia,2021-04-22 19:03:19+00:00,2015.0 jeep grand cherokee overland 4x4,29995
madison,19900,2015,jeep,grand cherokee,good,6 cylinders,gas,85649,clean,automatic,1C4RJFBG4FC738070,4wd,,wagon,grey,wi,2021-04-16 23:54:23+00:00,2015.0 jeep grand cherokee,29995
killeen / temple / ft hood,18488,2015,chevrolet,camaro 2lt,good,6 cylinders,gas,78383,clean,automatic,2G1FE1E38F9284151,rwd,mid-size,sedan,blue,tx,2021-04-05 21:37:39+00:00,2015.0 chevrolet camaro 2lt,30000
san antonio,1000,2015,chrysler,200 limited,excellent,4 cylinders,gas,104630,clean,automatic,1C3CCCBB4FN578946,fwd,,other,custom,tx,2021-04-23 19:46:17+00:00,2015.0 chrysler 200 limited,30090
tulsa,35500,2015,cadillac,escalade,good,8 cylinders,gas,92933,clean,automatic,1GYS4NKJ5FR511525,4wd,full-size,SUV,white,ok,2021-04-06 15:23:12+00:00,2015.0 cadillac escalade,30166
eastern NC,9500,2015,chrysler,200 limited,,,gas,128190,clean,automatic,1C3CCCAB6FN632751,,,,,nc,2021-05-04 16:48:13+00:00,2015.0 chrysler 200 limited,30260
greensboro,30000,2015,chevrolet,tahoe ltz 4wd--we finance!!,,,gas,131040,clean,automatic,1GNSKCKC4FR307226,4wd,,,,nc,2021-04-21 18:04:56+00:00,2015.0 chevrolet tahoe ltz 4wd--we finance!!,30285
inland empire,24995,2015,chevrolet,express 3500 10' box truck,,8 cylinders,other,89268,clean,automatic,1GB0G2CG9F1199282,rwd,,van,white,ca,2021-04-29 17:14:04+00:00,2015.0 chevrolet express 3500 10' box truck,30340
yuba-sutter,22900,2015,dodge,durango,,6 cylinders,gas,47081,clean,automatic,1C4RDHAGXFC801161,rwd,,SUV,white,ca,2021-04-29 21:03:44+00:00,2015.0 dodge durango,30495
new york city,17799,2015,dodge,durango,,,gas,134721,clean,automatic,1C4RDJDG7FC690233,,,SUV,,ny,2021-05-01 21:20:41+00:00,2015.0 dodge durango,30495
spokane / coeur d'alene,14999,2015,chrysler,200,,,other,68305,clean,automatic,1C3CCCAG8FN756760,fwd,,sedan,,id,2021-04-29 15:05:38+00:00,2015.0 chrysler 200,30620
orange county,26500,2015,toyota,tacoma double cab,excellent,6 cylinders,gas,92170,,automatic,5TFJU4GN0FX077050,,,truck,,ca,2021-05-01 20:46:03+00:00,2015.0 toyota tacoma double cab,30670
santa fe / taos,31577,2015,toyota,tacoma double cab,,6 cylinders,gas,83725,clean,automatic,3TMLU4EN1FM181676,4wd,,pickup,white,nm,2021-04-17 02:05:18+00:00,2015.0 toyota tacoma double cab,30670
orange county,27950,2015,ford,transit 250 cargo van,excellent,6 cylinders,gas,87986,clean,automatic,1FTYR1CM9FKA53757,rwd,full-size,van,white,ca,2021-04-29 07:55:12+00:00,2015.0 ford transit 250 cargo van,30685
SF bay area,25800,2015,ford,explorer,excellent,6 cylinders,gas,61351,clean,automatic,1FM5K8GT3FGA96720,4wd,,SUV,black,ca,2021-05-04 20:30:17+00:00,2015.0 ford explorer,30700
milwaukee,18995,2015,ford,explorer,excellent,,gas,101951,clean,automatic,1FM5K7D88FGA91765,fwd,,SUV,silver,wi,2021-04-23 17:00:39+00:00,2015.0 ford explorer,30700
minneapolis / st paul,18998,2015,ford,explorer,,6 cylinders,gas,121342,clean,automatic,1FM5K8F83FGA17933,4wd,,SUV,white,mn,2021-05-03 16:12:50+00:00,2015.0 ford explorer,30700
fargo / moorhead,13995,2015,ford,explorer,excellent,6 cylinders,gas,99565,clean,automatic,1FM5K8D87FGA03195,4wd,,SUV,,mn,2021-04-27 16:45:44+00:00,2015.0 ford explorer,30700
yakima,25995,2015,ford,explorer,,6 cylinders,gas,65918,clean,automatic,1FM5K8GT3FGB50985,4wd,,SUV,black,wa,2021-05-02 17:31:53+00:00,2015.0 ford explorer,30700
poconos,12899,2015,ford,explorer,,,gas,137069,clean,automatic,1FM5K8D89FGA50261,,,SUV,,pa,2021-05-01 21:30:20+00:00,2015.0 ford explorer,30700
el paso,17777,2015,ford,explorer,excellent,6 cylinders,gas,101380,clean,automatic,1FM5K7D89FGC04784,fwd,,SUV,black,tx,2021-04-22 22:46:35+00:00,2015.0 ford explorer,30700
ft myers / SW florida,11600,2015,ford,explorer,excellent,,gas,90000,clean,automatic,1FM5K8AR0FGA66555,4wd,,SUV,white,fl,2021-04-22 15:00:29+00:00,2015.0 ford explorer,30700
lehigh valley,17999,2015,audi,a3,excellent,4 cylinders,gas,52447,clean,automatic,WAUBFGFF7F1141742,4wd,mid-size,sedan,red,pa,2021-04-12 16:24:27+00:00,2015.0 audi a3,30795
south jersey,16495,2015,audi,a3,,,gas,90165,clean,automatic,WAUEFGFF0F1120504,,sub-compact,sedan,black,nj,2021-05-04 23:45:42+00:00,2015.0 audi a3,30795
roanoke,12500,2015,audi,a3,good,4 cylinders,gas,146000,clean,automatic,WAUCCGFF6F1020990,fwd,,sedan,blue,va,2021-04-21 17:50:33+00:00,2015.0 audi a3,30795
south florida,999,2015,audi,a3,excellent,,gas,77528,clean,automatic,WAUACGFF1F1005269,fwd,,sedan,black,fl,2021-04-30 15:30:19+00:00,2015.0 audi a3,30795
hickory / lenoir,32990,2015,chevrolet,ss sedan 4d,good,8 cylinders,gas,84498,clean,automatic,6G3F15RW8FL107349,rwd,,sedan,green,nc,2021-04-05 13:02:39+00:00,2015.0 chevrolet ss sedan 4d,30900
bakersfield,44995,2015,ram,2500,,,diesel,69897,clean,automatic,3C6UR5JL6FG638567,4wd,,,silver,ca,2021-04-30 22:02:12+00:00,2015.0 ram 2500,30985
fort collins / north CO,34995,2015,ram,2500,,8 cylinders,gas,102554,clean,automatic,3C6TR5DT8FG523962,4wd,,truck,white,co,2021-04-30 20:03:15+00:00,2015.0 ram 2500,30985
tri-cities,24990,2015,ram,2500 tradesman,,8 cylinders,gas,140937,clean,automatic,3C6TR5CT2FG552035,4wd,,pickup,white,tn,2021-04-28 16:03:23+00:00,2015.0 ram 2500 tradesman,30985
springfield,27900,2015,ram,2500,good,6 cylinders,diesel,231140,clean,automatic,3C6UR5CL8FG712553,4wd,full-size,truck,black,mo,2021-05-04 16:26:58+00:00,2015.0 ram 2500,30985
ocala,40900,2015,ram,2500,,,diesel,117480,clean,automatic,3C6UR5CL6FG552463,4wd,,pickup,,fl,2021-04-28 17:04:10+00:00,2015.0 ram 2500,30985
madison,15900,2015,acura,tlx,good,6 cylinders,gas,116481,clean,automatic,19UUB2F5XFA005494,4wd,,sedan,grey,wi,2021-04-22 21:25:12+00:00,2015.0 acura tlx,30995
winston-salem,22000,2015,acura,tlx,excellent,,gas,62000,clean,automatic,19UUB2F50FA005908,,,sedan,grey,nc,2021-05-03 19:33:50+00:00,2015.0 acura tlx,30995
san diego,21500,2015,acura,tlx,,6 cylinders,gas,44222,clean,automatic,19UUB3F56FA004817,4wd,,sedan,white,ca,2021-05-04 18:32:11+00:00,2015.0 acura tlx,30995
memphis,9500,2015,chevrolet,traverse,,,gas,131218,clean,automatic,1GNKRHKDXFJ267458,fwd,,SUV,,tn,2021-04-10 18:12:28+00:00,2015.0 chevrolet traverse,31295
anchorage / mat-su,17995,2015,ford,taurus sel awd,excellent,6 cylinders,gas,65938,clean,automatic,1FAHP2H84FG150042,4wd,,sedan,white,ak,2021-05-03 23:19:29+00:00,2015.0 ford taurus sel awd,31335
"washington, DC",15590,2015,volkswagen,e-golf sel premium,good,,other,18939,clean,other,WVWPP7AU1FW904028,fwd,,sedan,black,dc,2021-04-30 03:21:00+00:00,2015.0 volkswagen e-golf sel premium,31345
northern michigan,12990,2015,jeep,renegade trailhawk,excellent,4 cylinders,gas,94190,clean,automatic,ZACCJBCT7FPB35054,4wd,sub-compact,SUV,grey,mi,2021-04-15 17:30:23+00:00,2015.0 jeep renegade trailhawk,31495
anchorage / mat-su,21999,2015,jeep,renegade trailhawk,excellent,4 cylinders,gas,34024,clean,automatic,ZACCJBCTXFPB82496,4wd,mid-size,SUV,white,ak,2021-04-30 22:43:21+00:00,2015.0 jeep renegade trailhawk,31495
san antonio,18996,2015,mercedes-benz,cla-class,,,gas,61689,clean,automatic,WDDSJ4EB4FN200520,,,sedan,red,tx,2021-04-28 13:42:41+00:00,2015.0 mercedes-benz cla-class,31500
SF bay area,18995,2015,mercedes-benz,cla-class,excellent,4 cylinders,gas,73800,clean,automatic,WDDSJ4EB5FN245661,fwd,sub-compact,sedan,black,ca,2021-05-04 18:07:11+00:00,2015.0 mercedes-benz cla-class,31500
minneapolis / st paul,22611,2015,ford,f250 xl,excellent,8 cylinders,gas,175204,clean,automatic,1FDBF2B62FED46207,4wd,full-size,truck,white,mn,2021-05-04 20:31:47+00:00,2015.0 ford f250 xl,31810
shreveport,40750,2015,ford,f-250sd,,,gas,157708,clean,automatic,1FT7W2BTXFEB49771,,,,black,la,2021-04-26 13:45:37+00:00,2015.0 ford f-250sd,31810
north jersey,19750,2015,acura,tlx,,6 cylinders,gas,50963,clean,automatic,19UUB2F50FA014947,fwd,,sedan,grey,nj,2021-04-24 14:32:30+00:00,2015.0 acura tlx,31890
grand rapids,18995,2015,ford,flex sel awd,like new,6 cylinders,gas,69913,clean,automatic,2FMHK6C85FBA16540,4wd,,,grey,mi,2021-04-13 16:49:08+00:00,2015.0 ford flex sel awd,32100
omaha / council bluffs,17995,2015,toyota,avalon,,6 cylinders,gas,32949,,automatic,4T1BK1EB2FU144603,fwd,,sedan,black,ia,2021-04-28 12:21:14+00:00,2015.0 toyota avalon,32285
south jersey,24795,2015,bmw,x5,,,gas,80292,clean,automatic,5UXKR0C54F0K65405,,,other,black,nj,2021-05-03 19:45:37+00:00,2015.0 bmw x5,32300
fort collins / north CO,29995,2015,ram,1500 crew cab,,8 cylinders,gas,106869,clean,automatic,1C6RR7NT2FS751677,4wd,,pickup,white,co,2021-05-03 20:06:30+00:00,2015.0 ram 1500 crew cab,32475
olympic peninsula,20999,2015,chevrolet,camaro,,6 cylinders,gas,34149,clean,automatic,2G1FB1E32F9122458,rwd,,coupe,black,wa,2021-04-28 16:09:56+00:00,2015.0 chevrolet camaro,32495
nashville,16800,2015,chevrolet,camaro,excellent,,gas,63458,clean,automatic,2G1FB1E37F9310036,rwd,,coupe,red,tn,2021-04-27 16:45:11+00:00,2015.0 chevrolet camaro,32495
harrisburg,11500,2015,mazda,6,good,4 cylinders,gas,57400,clean,automatic,JM1GJ1V61F1175729,fwd,,sedan,black,pa,2021-04-24 16:50:21+00:00,2015.0 mazda 6,32540
dallas / fort worth,37995,2015,ford,f-350,,,other,92605,clean,automatic,1FT8W3BT1FEC62468,4wd,,pickup,black,tx,2021-05-02 18:34:40+00:00,2015.0 ford f-350,32705
san antonio,39488,2015,ford,super duty f-350 srw,good,8 cylinders,diesel,79138,clean,automatic,1FT8W3BT2FEC23260,4wd,,,white,tx,2021-04-28 21:54:50+00:00,2015.0 ford super duty f-350 srw,32705
boston,45990,2015,ford,f-350,,,diesel,85585,clean,automatic,1FT8W3BT1FED25911,4wd,,pickup,grey,ma,2021-05-02 13:22:57+00:00,2015.0 ford f-350,32705
pueblo,17990,2015,buick,encore premium sport,good,,diesel,18609,clean,other,KL4CJDSB7FB267143,fwd,,SUV,brown,co,2021-04-12 10:50:23+00:00,2015.0 buick encore premium sport,32730
milwaukee,28493,2015,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,70885,clean,automatic,1C4BJWEG0FL668113,4wd,full-size,SUV,red,wi,2021-05-02 03:52:35+00:00,2015.0 jeep wrangler unlimited sahara,32795
yuma,41995,2015,jeep,wrangler unlimited sahara 4dr hardtop,,6 cylinders,gas,40672,clean,automatic,1C4HJWEGXFL550497,4wd,,SUV,white,az,2021-05-04 04:15:54+00:00,2015.0 jeep wrangler unlimited sahara 4dr hardtop,32795
greenville / upstate,11500,2015,ford,f-150 xlt,good,6 cylinders,gas,72000,salvage,automatic,1FTEW1C87FFC85149,rwd,,truck,black,sc,2021-04-10 22:59:05+00:00,2015.0 ford f-150 xlt,32799
fresno / madera,18995,2015,bmw,3 series,excellent,4 cylinders,gas,70848,clean,automatic,WBA3C1C5XFP852760,rwd,mid-size,sedan,black,ca,2021-04-30 18:12:05+00:00,2015.0 bmw 3 series,32950
portland,13946,2015,bmw,3 series,,4 cylinders,gas,88677,clean,automatic,WBA3B1C57FK137001,rwd,,sedan,white,or,2021-05-05 00:15:57+00:00,2015.0 bmw 3 series,32950
portland,13995,2015,bmw,3 series,good,4 cylinders,gas,94800,clean,automatic,WBA3B1G50FNT04243,rwd,,sedan,white,or,2021-05-04 03:49:04+00:00,2015.0 bmw 3 series,32950
lehigh valley,19246,2015,bmw,3 series,,,gas,33389,clean,automatic,WBA3B5G55FNS18546,4wd,,,,pa,2021-04-16 15:35:51+00:00,2015.0 bmw 3 series,32950
vermont,4000,2015,bmw,3 series,excellent,,gas,87692,clean,automatic,WBA3B5C5XFF959467,4wd,,sedan,black,vt,2021-04-20 18:15:12+00:00,2015.0 bmw 3 series,32950
tampa bay area,13995,2015,bmw,320i,,,gas,116534,clean,automatic,WBA3B1C54FP681121,,compact,sedan,white,fl,2021-05-03 23:45:36+00:00,2015.0 bmw 320i,32950
pullman / moscow,34999,2015,gmc,lifted sierra 1500 all 4x4,,,gas,120919,clean,automatic,3GTU2VEJ6FG161242,4wd,,truck,grey,id,2021-05-02 16:02:57+00:00,2015.0 gmc lifted sierra 1500 all 4x4,33000
east idaho,35995,2015,chevrolet,silverado 1500,excellent,8 cylinders,gas,72502,clean,automatic,3GCUKREC6FG513616,4wd,full-size,pickup,white,id,2021-04-13 19:44:31+00:00,2015.0 chevrolet silverado 1500,33185
houston,19988,2015,cadillac,ats sedan,,4 cylinders,gas,84063,clean,automatic,1G6AC5SX6F0135109,rwd,,sedan,black,tx,2021-05-04 19:31:40+00:00,2015.0 cadillac ats sedan,33215
harrisburg,16900,2015,dodge,journey r/t,like new,6 cylinders,gas,57231,clean,automatic,3C4PDDEG3FT518986,4wd,,SUV,grey,pa,2021-04-14 15:51:37+00:00,2015.0 dodge journey r/t,33295
anchorage / mat-su,25995,2015,mercedes-benz,benz gla250 4matic awd,excellent,4 cylinders,gas,40968,clean,automatic,WDCTG4GB6FJ170092,4wd,,SUV,black,ak,2021-04-22 22:31:44+00:00,2015.0 mercedes-benz benz gla250 4matic awd,33300
holland,17590,2015,volvo,s60 t5 premier sedan 4d,good,,gas,63512,clean,automatic,YV1612TBXF1304224,,,sedan,blue,mi,2021-04-12 16:31:07+00:00,2015.0 volvo s60 t5 premier sedan 4d,33300
south coast,27990,2015,ford,transit 350 van,,6 cylinders,other,72510,clean,automatic,1FTSW2CM2FKA67715,rwd,,other,silver,ma,2021-04-21 18:06:04+00:00,2015.0 ford transit 350 van,33590
north jersey,17900,2015,ford,transit t-350,like new,6 cylinders,gas,77000,clean,automatic,1FBZX2YM1FKA44774,rwd,full-size,,blue,nj,2021-05-02 11:02:03+00:00,2015.0 ford transit t-350,33590
denver,21990,2015,cadillac,srx luxury collection,good,6 cylinders,gas,49340,clean,other,3GYFNBE32FS570796,fwd,,other,,co,2021-05-02 18:12:35+00:00,2015.0 cadillac srx luxury collection,33675
phoenix,33995,2015,toyota,tacoma 4wd double cab v6,,6 cylinders,other,78404,clean,other,5TFLU4EN6FX146593,,,other,,az,2021-05-02 17:36:25+00:00,2015.0 toyota tacoma 4wd double cab v6,33700
nashville,38500,2015,ford,super duty f-350 drw chassis cab,,8 cylinders,diesel,142673,clean,automatic,1FD8W3HTXFEC83919,4wd,,,white,tn,2021-04-22 21:09:06+00:00,2015.0 ford super duty f-350 drw chassis cab,33910
redding,13995,2015,infiniti,q40,excellent,6 cylinders,gas,90874,clean,automatic,JN1CV6AP4FM501121,,,sedan,,ca,2021-05-01 15:06:23+00:00,2015.0 infiniti q40,33950
ft myers / SW florida,9999,2015,volvo,s60 t5,excellent,4 cylinders,gas,94307,clean,automatic,YV140MFK2F1355766,fwd,full-size,sedan,blue,fl,2021-05-04 09:34:43+00:00,2015.0 volvo s60 t5,33950
"st louis, MO",17995,2015,gmc,acadia,,6 cylinders,gas,131811,clean,automatic,1GKKVTKD6FJ292708,,,SUV,red,il,2021-05-03 17:02:29+00:00,2015.0 gmc acadia,33975
fayetteville,19981,2015,gmc,acadia,excellent,,gas,133140,clean,automatic,1GKKRTKDXFJ111596,fwd,,SUV,purple,nc,2021-04-16 20:15:23+00:00,2015.0 gmc acadia,33975
south bend / michiana,18800,2015,gmc,acadia,excellent,6 cylinders,gas,54521,clean,automatic,1GKKRPKD9FJ150381,fwd,,SUV,blue,in,2021-04-20 14:00:51+00:00,2015.0 gmc acadia,33975
minneapolis / st paul,15900,2015,gmc,acadia,,,gas,122617,clean,automatic,1GKKVRKDXFJ162885,,,,white,mn,2021-05-02 13:57:29+00:00,2015.0 gmc acadia,33975
el paso,16500,2015,gmc,acadia,,,gas,74069,clean,automatic,1GKKRRKD0FJ134808,fwd,,SUV,black,tx,2021-04-13 16:35:55+00:00,2015.0 gmc acadia,33975
dallas / fort worth,14995,2015,cadillac,srx premium collection,excellent,6 cylinders,gas,94021,clean,automatic,3GYFNDE36FS610020,fwd,,SUV,black,tx,2021-04-30 19:56:13+00:00,2015.0 cadillac srx premium collection,33990
sarasota-bradenton,14995,2015,lincoln,mkc,,,gas,82782,clean,automatic,5LMCJ1A96FUJ22773,fwd,,SUV,,fl,2021-04-24 21:03:23+00:00,2015.0 lincoln mkc,33995
akron / canton,18677,2015,lincoln,mkc,excellent,4 cylinders,gas,58897,clean,automatic,5LMCJ2A97FUJ12422,4wd,compact,SUV,black,oh,2021-05-04 17:24:31+00:00,2015.0 lincoln mkc,33995
fredericksburg,16777,2015,lincoln,mkc,,4 cylinders,gas,75131,clean,automatic,5LMCJ1A98FUJ33094,fwd,,SUV,red,va,2021-04-24 16:04:34+00:00,2015.0 lincoln mkc,33995
